,season,session,game_id,game_date,team,opp_team,strength_state,toi,gf,ga,hdgf,hdga,xgf,xga,sf,sa,hdsf,hdsa,ff,fa,hdff,hdfa,cf,ca,bsf,bsa,msf,msa,hdmsf,hdmsa,teammate_block,hf,ht,give,take,ozf,nzf,dzf,fow,fol,ozfw,ozfl,nzfw,nzfl,dzfw,dzfl,pent0,pent2,pent4,pent5,pent10,pend0,pend2,pend4,pend5,pend10,ozs,nzs,dzs,otf
65,20162017,P,2016030233,2017-04-30,STL,NSH,4v5,4.516666666666667,0,0,0,0,0.0,0.6845552399754524,0,6,0,2,0,7,0,2,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,4,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,20162017,P,2016030233,2017-04-30,STL,NSH,4vE,0.11666666666666667,0,0,0,0,0.0,0.0531054325401783,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,20162017,P,2016030233,2017-04-30,STL,NSH,5v4,2.0,0,0,0,0,0.08041038364171982,0.19750937819480896,1,1,0,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,20162017,P,2016030233,2017-04-30,STL,NSH,5v5,46.583333333333336,1,3,1,1,1.0210675848647952,2.1800718284212053,18,26,2,5,23,34,2,6,0,0,12,7,5,8,0,1,0,30,33,6,5,16,10,10,18,31,8,9,5,12,5,10,0,2,0,0,0,0,2,0,0,0,0,0,0,0
69,20162017,P,2016030233,2017-04-30,STL,NSH,5vE,0.15,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,20162017,P,2016030233,2017-04-30,STL,NSH,Ev5,4.15,0,0,0,0,0.6548179052770138,0.452860951423645,4,0,3,0,8,1,4,0,0,0,2,0,4,1,1,0,0,0,1,0,0,4,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,20162017,P,2016030233,2017-04-30,STL,NSH,EvE,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,20162017,P,2016030234,2017-05-02,NSH,STL,4v4,4.65,0,0,0,0,0.06285722926259041,0.08214414864778519,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,2,0,2,3,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,20162017,P,2016030234,2017-05-02,NSH,STL,4v5,3.35,0,0,0,0,0.0,1.1832561865448952,0,7,0,2,0,7,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74,20162017,P,2016030234,2017-05-02,NSH,STL,5v4,6.316666666666666,1,0,1,0,0.9871936030685902,0.0,3,0,1,0,9,0,3,0,0,0,3,0,6,0,2,0,0,0,0,1,0,6,0,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,20162017,P,2016030234,2017-05-02,NSH,STL,5v5,42.96666666666667,1,1,0,0,2.003003001678735,3.0041186758317053,20,23,2,6,32,33,5,6,0,0,13,3,12,10,3,0,0,27,32,7,7,12,18,18,24,27,6,9,9,12,9,6,0,5,0,0,0,0,6,0,0,0,0,0,0,0
76,20162017,P,2016030234,2017-05-02,NSH,STL,5vE,2.716666666666667,0,0,0,0,0.0,0.050290798768401146,0,2,0,0,0,3,0,0,0,0,0,5,0,1,0,0,0,2,0,1,0,0,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,20162017,P,2016030234,2017-05-02,NSH,STL,EvE,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,20162017,P,2016030234,2017-05-02,STL,NSH,4v4,4.65,0,0,0,0,0.08214414864778519,0.06285722926259041,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,4,3,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
